time,Kyiv_33345,Boryspil_33347,Chornobyl_33231,Fastiv_33339,Byla_Tzerkva_33464,Baryshivka_33354,Yagotyn_33356,Myronivka_33466
2021-08-30 18:00:00,5.0,1.0,0.3,0.0,0.0,12.0,7.0,51.0
2021-08-31 06:00:00,4.0,4.0,12.0,0.0,0.0,7.0,2.0,5.0
2021-08-31 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-01 18:00:00,0.3,0.0,0.2,0.0,0.0,0.0,0.0,2.0
2021-09-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2021-09-02 18:00:00,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2021-09-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-04 06:00:00,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-05 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-05 18:00:00,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-06 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-07 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-08 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-09 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-10 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-11 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-12 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-12 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13 18:00:00,0.3,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2021-09-14 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17 06:00:00,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2021-09-17 18:00:00,0.0,1.0,0.4,0.0,0.0,1.0,2.0,1.0
2021-09-18 06:00:00,0.5,0.5,2.0,3.0,0.1,4.0,5.0,0.1
2021-09-18 18:00:00,0.0,0.0,0.4,0.0,0.0,0.0,2.0,0.0
2021-09-19 06:00:00,5.0,1.0,0.7,1.0,0.1,0.0,0.0,0.0
2021-09-19 18:00:00,0.6,5.0,17.0,1.0,0.3,4.0,1.0,0.5
2021-09-20 06:00:00,2.0,1.0,13.0,0.0,0.3,2.0,1.0,0.1
2021-09-20 18:00:00,1.0,0.0,0.4,0.6,0.7,0.4,0.4,0.0
2021-09-21 06:00:00,0.4,0.1,0.0,2.0,3.0,0.0,1.0,3.0
2021-09-21 18:00:00,0.0,0.0,2.0,0.0,0.1,0.7,0.5,0.0
2021-09-22 06:00:00,0.0,0.0,0.0,0.5,0.4,0.4,0.0,0.6
2021-09-22 18:00:00,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0
2021-09-23 06:00:00,0.0,0.6,0.7,0.0,0.4,0.0,0.0,0.8
2021-09-23 18:00:00,0.0,0.1,0.4,2.0,0.7,0.4,0.0,0.4
2021-09-24 06:00:00,5.0,4.0,12.0,7.0,5.0,3.0,2.0,2.0
2021-09-24 18:00:00,5.0,4.0,9.0,5.0,5.0,6.0,10.0,7.0
2021-09-25 06:00:00,0.4,0.0,0.0,0.0,0.0,0.3,3.0,0.1
2021-09-25 18:00:00,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
2021-09-26 06:00:00,0.0,0.9,0.0,1.0,0.3,0.7,1.0,0.1
2021-09-26 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-27 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-27 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-28 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-28 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-29 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-30 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
